Wavelength,Flux
3075.5,1.88001e-15
3077.5,1.29593e-16
3079.5,3.32417e-16
3081.5,4.59853e-15
3083.5,1.81195e-15
3085.5,1.37576e-15
3087.5,3.09248e-15
3089.5,9.27302e-16
3091.5,-9.26944e-16
3093.5,6.26757e-16
3095.5,3.0997799999999997e-15
3097.5,2.96869e-15
3099.5,2.0111599999999997e-15
3101.5,-9.78847e-16
3103.5,2.84319e-15
3105.5,1.84195e-15
3107.5,1.14348e-15
3109.5,1.4948800000000001e-15
3111.5,-4.84116e-16
3113.5,-4.832990000000002e-16
3115.5,1.90031e-15
3117.5,-5.7096e-16
3119.5,2.02992e-15
3121.5,4.6414e-15
3123.5,1.6006300000000001e-15
3125.5,1.5231400000000001e-15
3127.5,2.99045e-15
3129.5,1.19495e-15
3131.5,1.32233e-15
3133.4999999999995,1.12219e-15
3135.5,3.28983e-15
3137.5,1.46567e-15
3139.5,2.75713e-15
3141.5,2.11608e-15
3143.5,1.01182e-15
3145.5,1.83227e-15
3147.5,2.45837e-15
3149.5,4.015580000000001e-15
3151.5,3.19588e-15
3153.5,1.87145e-15
3155.4999999999995,2.40074e-15
3157.5,2.3197000000000002e-15
3159.5,2.8462e-15
3161.5,2.31623e-15
3163.5,2.1656e-15
3165.5,1.70769e-15
3167.5,2.87562e-15
3169.5,2.08918e-15
3171.5,2.91296e-15
3173.5000000000005,2.3147400000000002e-15
3175.5,2.43285e-15
3177.5,1.8578e-15
3179.5,2.91899e-15
3181.5,2.7819e-15
3183.5,2.34697e-15
3185.5,2.35912e-15
3187.5,2.9257300000000003e-15
3189.5,3.21644e-15
3191.5,2.38375e-15
3193.5,3.45118e-15
3195.5,3.21084e-15
3197.5,2.83408e-15
3199.5000000000005,2.95167e-15
3201.5,3.23851e-15
3203.5,2.61238e-15
3205.5,3.0364600000000004e-15
3207.5,3.14622e-15
3209.5,2.5254700000000004e-15
3211.5,2.6329000000000002e-15
3213.5,3.3492100000000002e-15
3215.5,2.42461e-15
3217.5,2.82097e-15
