Wavelength,Flux
3164.528694416049,7.238075258e-15
3166.032555743675,5.637477332e-15
3167.536417071301,4.036879406e-15
3169.040278398927,4.782394183e-15
3170.5441397265527,5.527909809e-15
3172.0480010541787,3.623701393e-15
3173.5518623818048,1.719489906e-15
3175.05572370943,2.9949324769999997e-16
3176.559585037056,-1.1205027220000001e-15
3178.063446364682,4.1702798950000004e-15
3179.5673076923076,9.461075959e-15
3181.0711690199337,6.845311163e-15
3182.5750303475597,4.229526038e-15
3184.078891675186,2.735745107e-15
3185.582753002811,1.241967671e-15
3187.086614330437,1.008756418e-15
3188.590475658063,7.755497721999999e-16
3190.0943369856886,2.149426995e-15
3191.5981983133147,3.523310624e-15
3193.1020596409408,6.3644848630000005e-15
3194.605920968567,9.205665879e-15
3196.1097822961924,7.58396455e-15
3197.613643623818,5.962241199e-15
3199.117504951444,5.699038839e-15
3200.6213662790697,5.435844103e-15
3202.1252276066957,6.913228382e-15
3203.6290889343218,8.390623672e-15
3205.132950261948,6.43012907e-15
3206.6368115895734,4.4696120210000004e-15
3208.140672917199,5.691932233e-15
3209.644534244825,6.914275315e-15
3211.1483955724507,6.470632915e-15
3212.6522569000767,6.026977386e-15
3214.156118227703,5.308391056e-15
3215.659979555329,4.589802608e-15
3217.1638408829544,6.678613385e-15
3218.6677022105805,8.767448302e-15
3220.171563538206,7.560990476e-15
3221.6754248658317,6.3545021570000005e-15
3223.1792861934578,6.898900396e-15
3224.683147521084,7.443315577e-15
3226.18700884871,7.896856827e-15
3227.6908701763355,8.350396383e-15
3229.1947315039615,8.245166939000001e-15
3230.698592831587,8.139930719000001e-15
3232.2024541592127,8.851995742000001e-15
3233.706315486839,9.564070083e-15
3235.210176814465,9.696945836e-15
3236.714038142091,9.829813965e-15
3238.2178994697165,8.652648232e-15
3239.7217607973425,7.475466406e-15
3241.2256221249686,9.000321376e-15
3242.7294834525937,1.0525211070000001e-14
3244.23334478022,9.375650145e-15
3245.737206107846,8.226054488e-15
3247.2410674354715,9.364253317e-15
3248.7449287630975,1.050248264e-14
3250.2487900907236,1.07243841e-14
3251.7526514183496,1.094627285e-14
3253.2565127459748,1.0730645360000001e-14
3254.760374073601,1.05150111e-14
3256.264235401227,1.070245018e-14
3257.7680967288525,1.0889895180000001e-14
3259.2719580564785,1.062778592e-14
3260.7758193841046,1.0365669880000001e-14
3262.2796807117306,1.013273243e-14
3263.783542039356,9.899795827e-15
3265.287403366982,1.11942248e-14
3266.791264694608,1.2488680030000002e-14
3268.2951260222335,1.1214848360000001e-14
3269.7989873498595,9.940971792e-15
3271.3028486774856,9.647656988e-15
3272.8067100051117,9.354359125e-15
3274.3105713327373,1.0263780280000001e-14
3275.814432660363,1.1173223470000001e-14
3277.318293987989,1.1065984010000001e-14
3278.8221553156145,1.095872508e-14
3280.3260166432406,1.098358549e-14
3281.8298779708666,1.100844845e-14
3283.3337392984927,1.207945809e-14
3284.8376006261183,1.31504889e-14
3286.341461953744,1.32869476e-14
3287.84532328137,1.342338682e-14
3289.3491846089955,1.2415875010000002e-14
3290.8530459366216,1.1408339480000001e-14
3292.3569072642476,1.28897171e-14
3293.8607685918737,1.437114723e-14
3295.3646299194993,1.4606547850000002e-14
3296.8684912471253,1.4841921370000002e-14
3298.372352574751,1.3944573810000002e-14
3299.8762139023765,1.30472017e-14
3301.3800752300026,1.324302301e-14
3302.8839365576287,1.343886973e-14
3304.3877978852547,1.2779145420000001e-14
3305.8916592128803,1.211940077e-14
3307.3955205405064,1.343350802e-14
3308.899381868132,1.474766354e-14
3310.4032431957576,1.474252205e-14
3311.9071045233836,1.473734837e-14
3313.4109658510097,1.45826107e-14
3314.9148271786357,1.442787133e-14
3316.4186885062613,1.426397215e-14
3317.9225498338874,1.410007297e-14
3319.4264111615134,1.45843522e-14
3320.9302724891386,1.5068650060000002e-14
3322.4341338167646,1.583509291e-14
3323.9379951443907,1.660154253e-14
3325.4418564720163,1.594665901e-14
3326.9457177996424,1.529173652e-14
3328.4495791272684,1.560248241e-14
3329.9534404548945,1.5913253720000003e-14
3331.4573017825196,1.5897890240000002e-14
3332.9611631101457,1.5882518280000002e-14
3334.4650244377717,1.6236288370000003e-14
3335.9688857653973,1.6590068620000002e-14
3337.4727470930234,1.657804753e-14
3338.9766084206494,1.6566016270000002e-14
3340.4804697482755,1.638092433e-14
3341.984331075901,1.6195825610000002e-14
3343.4881924035267,1.577963258e-14
3344.9920537311527,1.536343278e-14
3346.4959150587783,1.5631949e-14
3347.9997763864044,1.590048555e-14
3349.5036377140304,1.581250762e-14
3351.0074990416565,1.5724517840000002e-14
3352.511360369282,1.700422877e-14
3354.0152216969077,1.8283982050000003e-14
3355.5190830245338,1.80197857e-14
3357.0229443521594,1.7755540220000003e-14
3358.5268056797854,1.7944516650000003e-14
3360.0306670074115,1.813350834e-14
3361.5345283350375,1.737061965e-14
3363.038389662663,1.6607698760000002e-14
3364.542250990289,1.752913847e-14
3366.046112317915,1.8450635780000002e-14
3367.5499736455404,1.7945499210000003e-14
3369.0538349731664,1.744031521e-14
3370.5576963007925,1.7638376920000003e-14
3372.0615576284185,1.7836462360000002e-14
3373.565418956044,1.783032306e-14
3375.06928028367,1.78241753e-14
3376.573141611296,1.7840975350000002e-14
3378.0770029389214,1.785777709e-14
3379.5808642665475,1.7908009530000003e-14
3381.0847255941735,1.795824198e-14
3382.5885869217996,1.8342623830000003e-14
3384.092448249425,1.872701755e-14
3385.596309577051,1.8480988360000002e-14
3387.1001709046773,1.823493715e-14
3388.6040322323024,1.860674904e-14
3390.1078935599285,1.897858464e-14
3391.6117548875545,1.9081243340000003e-14
3393.11561621518,1.918389187e-14
3394.619477542806,1.9147777780000002e-14
3396.1233388704322,1.9111660290000003e-14
3397.6272001980583,1.917659892e-14
3399.1310615256834,1.9241540940000002e-14
3400.6349228533095,1.902975221e-14
3402.1387841809355,1.8817953310000003e-14
3403.642645508561,1.9272474580000002e-14
3405.146506836187,1.972702126e-14
3406.6503681638133,1.9396138e-14
3408.1542294914393,1.9065222560000003e-14
3409.6580908190645,1.917664297e-14
3411.1619521466905,1.92880837e-14
3412.6658134743166,1.9205626740000003e-14
3414.169674801942,1.9123163e-14
