Wavelength,Flux
3469.0055583950934,1.0300828e-14
3470.473022616918,9.9283761e-15
3471.940486838743,1.1758717e-14
3473.4079510605675,1.3755958e-14
3474.875415282392,1.1414452e-14
3476.342879504217,1.2273891e-14
3477.8103437260415,1.1765140999999999e-14
3479.277807947866,1.0763401e-14
3480.7452721696914,1.0093263e-14
3482.2127363915156,8.400313900000001e-15
3483.6802006133403,9.5254803e-15
3485.147664835165,1.0267582e-14
3486.6151290569896,9.6915811e-15
3488.0825932788143,6.6790556999999985e-15
3489.550057500639,9.1906863e-15
3491.017521722464,1.0938396e-14
3492.4849859442884,1.0671901e-14
3493.952450166113,1.1004598999999999e-14
3495.4199143879378,1.1365332999999999e-14
3496.8873786097624,1.0125288e-14
3498.354842831587,8.082161500000001e-15
3499.822307053412,7.4175012e-15
3501.2897712752365,7.423633899999999e-15
3502.757235497061,8.607446600000001e-15
3504.2246997188863,8.9946973e-15
3505.6921639407105,1.0255153e-14
3507.1596281625352,1.0846571e-14
3508.62709238436,9.2919153e-15
3510.0945566061846,9.99286e-15
3511.5620208280093,1.0829774e-14
3513.029485049834,9.584946e-15
3514.496949271659,1.0041642e-14
3515.9644134934833,9.3789393e-15
3517.4318777153085,9.3400908e-15
3518.8993419371327,9.3342632e-15
3520.3668061589574,1.042612e-14
3521.834270380782,1.0885385999999999e-14
3523.3017346026068,1.0175415e-14
3524.769198824432,8.8515091e-15
3526.236663046256,9.7118866e-15
3527.7041272680813,1.0469333e-14
3529.1715914899055,1.0034302e-14
3530.63905571173,9.0948814e-15
3532.106519933555,8.7372363e-15
3533.5739841553795,9.5094961e-15
3535.0414483772042,1.0507773e-14
3536.508912599029,9.77072e-15
3537.976376820854,8.1754255e-15
3539.4438410426783,9.4814932e-15
3540.9113052645034,9.8929739e-15
3542.3787694863277,8.0725521e-15
3543.8462337081523,9.5092767e-15
3545.313697929977,1.1875348e-14
3546.7811621518017,9.7820753e-15
3548.248626373627,8.3194375e-15
3549.716090595451,8.550584300000001e-15
3551.183554817276,9.2859203e-15
3552.6510190391004,9.201479e-15
3554.1184832609256,8.750971e-15
3555.58594748275,8.5856092e-15
3557.0534117045745,8.2342595e-15
3558.5208759263996,8.3463115e-15
3559.988340148224,1.062119e-14
3561.455804370049,1.1393105e-14
3562.9232685918732,9.8304957e-15
3564.3907328136984,8.6875588e-15
3565.8581970355226,9.3445677e-15
3567.3256612573473,8.481084100000001e-15
3568.793125479172,8.3005428e-15
3570.2605897009967,9.051525e-15
3571.728053922822,8.4842098e-15
3573.195518144646,8.5029733e-15
3574.662982366471,8.9275777e-15
3576.1304465882954,8.4735483e-15
3577.5979108101205,6.6537362e-15
3579.0653750319448,7.387034300000001e-15
3580.5328392537695,1.0000439e-14
3582.0003034755946,1.0124894e-14
3583.467767697419,1.0634538e-14
3584.935231919244,1.0119362e-14
3586.402696141068,8.781454e-15
3587.8701603628933,9.4211245e-15
3589.3376245847176,1.0986018e-14
3590.8050888065427,9.7519016e-15
3592.2725530283674,8.3974725e-15
3593.7400172501916,9.6584731e-15
3595.2074814720168,1.048983e-14
3596.674945693841,8.8446426e-15
3598.142409915666,8.340701499999999e-15
3599.6098741374904,9.823182799999999e-15
3601.0773383593155,1.0443153e-14
3602.5448025811397,9.4842225e-15
3604.0122668029644,9.134469e-15
3605.4797310247895,1.1096214e-14
3606.947195246614,1.0873061e-14
3608.414659468439,1.000412e-14
3609.882123690263,1.1946923e-14
3611.3495879120883,1.1779542e-14
3612.8170521339125,1.0439184e-14
3614.2845163557377,1.2193476999999998e-14
3615.7519805775623,1.2722092e-14
3617.2194447993866,1.1880063e-14
3618.6869090212117,1.1917925e-14
3620.154373243036,1.1982005e-14
3621.621837464861,1.0095897e-14
3623.0893016866853,9.8274213e-15
3624.5567659085104,1.0812746e-14
3626.024230130335,1.1324629e-14
3627.49169435216,1.0655159e-14
3628.9591585739845,1.0139657e-14
3630.4266227958087,1.0503513e-14
3631.894087017634,1.0623901e-14
3633.361551239458,1.0213437e-14
3634.8290154612832,9.9763525e-15
3636.296479683108,1.0268033999999999e-14
3637.7639439049326,9.3560761e-15
3639.2314081267573,6.5427804e-15
3640.6988723485815,6.8115759e-15
3642.1663365704067,8.7476093e-15
3643.633800792231,8.3702552e-15
3645.101265014056,7.9980642e-15
3646.5687292358803,9.7036445e-15
3648.0361934577054,9.3832386e-15
3649.50365767953,9.6661246e-15
3650.9711219013548,8.7069041e-15
3652.4385861231794,7.6730889e-15
3653.9060503450037,9.6964264e-15
3655.373514566829,9.9118716e-15
3656.840978788653,9.7123325e-15
3658.308443010478,9.333833499999999e-15
3659.775907232303,8.906557e-15
3661.2433714541276,8.812604e-15
3662.7108356759522,8.5789138e-15
3664.178299897777,1.0134134e-14
3665.6457641196016,1.1382810000000002e-14
3667.113228341426,9.7244537e-15
3668.580692563251,9.6264827e-15
3670.0481567850757,9.6367699e-15
3671.5156210069003,1.014061e-14
3672.983085228725,1.0047239e-14
3674.4505494505497,9.6786141e-15
3675.9180136723744,1.0838518e-14
3677.3854778941986,1.1009245e-14
3678.8529421160238,1.117063e-14
3680.320406337848,1.1384981e-14
3681.787870559673,1.2118179e-14
3683.255334781498,1.334249e-14
3684.7227990033225,1.3355487999999999e-14
3686.190263225147,1.3656359e-14
3687.657727446972,1.3470023e-14
3689.1251916687966,1.2656605e-14
